it_load,outdoor_temp,outdoor_humidity,return_air_temp_current,return_air_humidity_current,chw_return_temp,fan_speed,chw_supply_temp,chw_flow,num_cracs,total_power,cop
0.9774276440340801,31.870381270098896,42.74190615109434,20.10060267187479,48.00201219333492,21,0.9279788797946029,15,21.5,16,163.36975322592068,2.2749923285555305
0.8151836289886178,31.37173741490592,60.556968274234414,25.17083162178748,48.48423110961818,21,0.5534032592096889,15,21.5,27,190.4632934899575,3.200660334795718
0.6304546494194696,42.45576769909064,22.08652932485501,20.735638991743237,49.75616480089816,21,0.9354337959366794,15,21.5,10,108.08870912872477,2.188474033895955
0.6380973645713586,43.639399537220626,61.903039709112925,33.36633201280097,49.390736567275134,21,0.5811675478799343,15,21.5,3,71.75405094757062,1.9496552287491162
0.7368920502659839,18.100746812448413,24.283611548624833,33.09218754930494,53.40738283718414,21,0.4967517460279272,15,21.5,3,69.00894333028364,1.9292929750720615
0.7739012232849583,33.47264472789003,63.25331817631147,34.81943423507482,57.75582365571643,21,0.4778023033557908,15,21.5,17,156.6685558692513,2.695908108240924
0.8168139580747653,27.43147926332108,78.17360767788986,21.62751319186046,46.28563789612698,21,0.9007001369379561,15,21.5,24,191.28447328792606,2.821457992082523
0.4458998754809368,28.51662019325503,39.150902427840236,23.826731734659436,47.69905202675555,21,0.8809792187365773,15,21.5,15,126.22403074147925,2.7944831876780016
0.5692975304562485,33.8689846410806,23.231818356910047,31.318872251543212,54.017498877833546,21,0.5290031423533821,15,21.5,11,102.559469224378,2.5369236180877386
0.9128347424197605,42.51393724766532,47.12865994776244,22.46057159888648,58.4376025948144,21,0.9051755358312406,15,21.5,5,99.93402999328977,1.8032292957648732
0.5630658824602074,32.48995695836078,59.55684889326049,30.693505132956137,51.20861668920138,21,0.5829901925389231,15,21.5,22,164.13477182221465,3.126244272217259
0.7289096119552823,30.427696119708955,40.61409251996314,33.12419293289332,52.16077685379886,21,0.4996153304294321,15,21.5,18,146.692304258621,2.93141453880364
0.5657920290290059,44.79633252743323,38.50125390176728,26.802301907866955,54.830531874322595,21,0.31117158915279003,15,21.5,10,92.66592997176829,2.913976999804924
0.5594727357007023,29.476496512750547,32.79529031280381,18.96326242345146,56.1891731488985,21,0.3807513577549305,15,21.5,13,110.89491640899298,2.6559067865092327
